Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota,Geocoding_Status
Pusat Studi Jepang,restaurant,japanese,-6.361741334167176,106.82806228248496,Jalan Prof. Dr. Sudjono D. Pusponegoro,Depok,success
Grand Kemang Hotel,hotel,,-6.256052536219004,106.8109451543616,Jalan Kemang Raya,Jakarta Selatan,success
Amaris Hotel La Codefin Kemang,hotel,,-6.2558838745079095,106.81294525760036,"Jalan Kemang Raya, Mampang Prapatan",South Jakarta,skip
Swiss-Belresidences,hotel,,-6.213852492169581,106.83705823286958,Jalan Muria Raya,Jakarta Selatan,success
Ascott Sudirman Jakarta,hotel,,-6.222604942712963,106.81989085142943,Jalan Karet Sawah I,Jakarta Selatan,success
Mu Gung Hwa,supermarket,,-6.235443650000002,106.81595255,Jalan Kebalen II,Jakarta Selatan,success
Hotel Harris Tebet,hotel,,-6.222907035127275,106.84808651884418,Gang Keselamatan 2,Jakarta Selatan,success
Hotel Santika Depok,hotel,,-6.386610875926058,106.82629146783208,Jalan Margonda Raya,Depok,skip
Kemang Food Fest,restaurant,,-6.255402249999999,106.81305154999995,Jalan Kemang Raya,Jakarta Selatan,success
Ayam Bakar Deli Bang Doli,cafe,regional,-6.283045749999999,106.87782389999998,Jalan Pusdiklat Depnaker,Jakarta Timur,success
Restoran Sederhana - Taman Mini,restaurant,asian;indonesian;padang,-6.290067171935424,106.8831827997798,Jalan Pondok Gede,Jakarta Timur,skip
Ayam Goreng Aroma,restaurant,,-6.200698399999999,106.85455644999998,Jalan Matraman,Jakarta Timur,success
Mie Ayam Berkat,restaurant,,-6.36085895549526,106.83359972918892,Jalan Margonda Raya,Depok,success
Nasi Pecel Mbak Ira,restaurant,indonesian;chicken,-6.36077295,106.833116,Jalan Raya Margonda,Depok,skip
Milan Cafe,cafe,,-6.35941317213889,106.8332162283157,Jalan Al Furqon,Depok,success
Ayam Penyet WSG,restaurant,,-6.359291073550722,106.83231240400436,Jalan Pepaya,Depok,success
Martabak Pizza Orins Margonda,restaurant,,-6.359115807264157,106.833097910191,Jalan Al Furqon,Depok,success
Starbucks - Margonda Raya,cafe,,-6.363847649999999,106.8332772,Jalan Raya Margonda,Depok,success
MUG Cafee,cafe,,-6.362024399255541,106.8338242676615,Jalan Raya Margonda,Depok,success
Warteg Bahari Margonda,restaurant,,-6.363181072912576,106.83384776834372,Jalan Raya Margonda,Depok,success
Indomaret Pepaya,convenience,,-6.325242542281256,106.82001772443245,Jalan Pepaya Raya,Jakarta Selatan,success
Rumah Makan Betawi,restaurant,,-6.323583769698092,106.81964550320797,Jalan Pepaya Raya,Jakarta Selatan,success
Kedai Kopi Insana,cafe,,-6.20293715,106.8269566,Jalan Rembang,Jakarta Pusat,success
Salihara Food Court,food_court,,-6.2845675743409295,106.8381913378032,Jalan Salihara,Jakarta Selatan,success
Roti Bakar Edy,fast_food,,-6.371308605056178,106.8329804565543,Jalan Raya Margonda,Depok,success
lawson,restaurant,,-6.374998999999999,106.83262835,Jalan Mawar,Depok,success
Pertamina,fuel,,-6.374139163132522,106.8329014395636,Jalan Raya Margonda,Depok,skip
Sop Duren Lodaya,restaurant,,-6.37742275,106.8320312,Jalan Raya Margonda,Depok,success
Hotel Bumi Wiyata Margonda Depok,hotel,,-6.379272717879745,106.8307955820297,Jalan Raya Margonda,Depok,success
AYAM GORENG SUHARTI,restaurant,,-6.299361108930748,106.81502812480592,Gang Cemara,Jakarta Selatan,success
Esteh Indonesia - Pondok Cina,restaurant,,-6.3700375236266815,106.8333449092078,Jalan Stasiun Pondok Cina,Depok,success
Savero Hotel Margonda Depok,hotel,,-6.382020693437986,106.83043968407846,Jalan Raya Margonda,Depok,success
Happy Juice Stasiun Pondok Cina,restaurant,,-6.369745473140592,106.83347297922178,Jalan Raya Margonda,Depok,success
Rumah Kabeda,restaurant,,-6.35864655,106.81540955,Jalan Kukusan Raya,Depok,success
Tsuka Ramen,restaurant,japanese;asian;noodle;ramen,-6.355094412425236,106.8426142245096,Jalan Komjen Polisi Mohammad Jasin,Depok,success
Bubur Ayam Barito,restaurant,,-6.36473469582662,106.83352082329232,Jalan Raya Margonda,Depok,success
Bamboo Din Sum,restaurant,,-6.367454674964905,106.83384774551268,Jalan Raya Margonda,Depok,success
Shell Shop,convenience,,-6.36486919974768,106.83348746695484,Jalan Raya Margonda,Depok,success
Clay Hotel,hotel,,-6.2006946269911865,106.82368797612148,Jalan Cepu,Jakarta Pusat,success
Kampung Makan,food_court,,-6.202370932122905,106.8245846522803,Jalan Kendal,Jakarta Pusat,success
Warung Makan Restu Ibu,restaurant,,-6.368271625417367,106.83490585508476,Jalan Haji Muhammad Tohir,Depok,success
Kantin Ibu Sugeng,restaurant,regional,-6.370783805007438,106.82880413006114,Jalan Prof. Dr. Sujudi,Depok,success
Hotel Diradja,hotel,,-6.23973110133429,106.82017820216306,Jl. Kapten Tendean,South Jakarta,skip
RM. AYAM GORENG SUHARTI,restaurant,,-6.239184824217834,106.81913095212091,"Jalan Kapten Tendean, Mampang Prapatan",South Jakarta,skip
New Kantin FKM,restaurant,,-6.370895079128361,106.8294381823513,Jalan Prof. Dr. Bahder Djohan,Depok,success
Warteg Fajar,restaurant,,-6.3578634362953,106.82278262872192,Jalan Masjid Al - Farouq,Depok,success
What's Up Cafe,cafe,,-6.366158612083808,106.83379367571727,Jalan Cengkeh,Depok,success
Ayam Bakar Christina,restaurant,,-6.367481649999998,106.834281,Jalan Raya Margonda,Depok,success
Soerabi Bandung Enhai,restaurant,,-6.364515850000003,106.83364385,Jalan Raya Margonda,Depok,success
Kedai Kopi Kimung,cafe,,-6.366845432928046,106.83381407327045,Jalan Raya Margonda,Depok,success
Dadis Coffee Garden - Depok,cafe,,-6.399651050000002,106.8218961,Jalan Siliwangi,Depok,success
Mile 32,cafe,,-6.354664299999995,106.84126575,Jalan Komjen Polisi Mohammad Jasin,Depok,success
alfa x,supermarket,,-6.3550812774826335,106.84170111233384,Jalan Komjen Polisi Mohammad Jasin,Depok,success
Warung Goceng,restaurant,burger;chicken;asian;indonesian;pasta;hot_dog;juice,-6.3602183000000005,106.84156444999998,Jalan Haji Japat,Depok,success
Suyamto,convenience,,-6.360594550000001,106.8398024,Jalan Poncol,Depok,success
Sahabat Ngopi,cafe,coffee_shop;fried_rice;fried_noddle,-6.3859453,106.81420810000002,Jalan Sulawesi,Depok,skip
indomaret,convenience,,-6.369871334320601,106.88705024812172,Royal Oak Residence,Jakarta Timur,success
Bright,convenience,,-6.240361126879548,106.82071441284492,Jalan Kapten Tendean,Jakarta Selatan,success
Kanawa,cafe,,-6.235375533407439,106.81385488355669,Jalan Suryo Raya,Jakarta Selatan,success
Terra - Rawa Barat,restaurant,,-6.235648800000001,106.8134669,Jalan Suryo Raya,Jakarta Selatan,success
Sate Santa,deli,,-6.239186985049672,106.81242955097242,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Supermarket Santa,supermarket,,-6.2391139345160935,106.812240649675,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Mandala,restaurant,,-6.2391422253572815,106.8120796420541,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Bistronomy,restaurant,,-6.235841399999998,106.81115475,Jalan Ciranjang,Jakarta Selatan,success
Steak Abuba,restaurant,,-6.236073979434197,106.81364560964984,Jalan Suryo Raya,Jakarta Selatan,success
Bumbu Desa,restaurant,,-6.236208327279741,106.8137036111158,Jalan Suryo Raya,Jakarta Selatan,success
Wu Jang Gun,restaurant,korean,-6.239306099999999,106.8091296,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Mastro,deli,,-6.239297975857815,106.80926124477776,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Pondok Suryo,restaurant,indonesian,-6.239210199922334,106.8104630468987,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Shangri-La Hotel,hotel,,-6.203024907201519,106.8186927546913,Jalan Jenderal Sudirman,Central Jakarta,skip
Arion Suites Hotel Kemang,hotel,,-6.256171324870373,106.81521131155588,Jalan Kemang Raya No. 7,"Kebayoran Baru, Kemang, South Jakarta",skip
Kemang Icon,hotel,,-6.255210085879698,106.815040341178,Jalan Kemang,Jakarta Selatan,success
Indomaret Jeruk Purut,convenience,,-6.291089249999999,106.8129699,Jalan Jeruk Purut,Jakarta Selatan,success
Kantin Vokasi UI,restaurant,burger;pizza,-6.368827364926511,106.82179575719816,Jalan Akses Program Vokasi UI,Depok,success
Graha Wisata Ragunan,hotel,,-6.308327690753151,106.82680772785704,Jalan Kebagusan Raya,Jakarta Selatan,success
Aston Priority Simatupang,hotel,,-6.301348033521084,106.83483704219483,Jalan TB Simatupang,"Kebagusan, South Jakarta",skip
berbagai macam makanan,cafe,regional,-6.2915158012242935,106.81232076921528,Jalan TB. Simatupang,Jakarta Selatan,success
Hotel Ibis Style Jakarta Simatupang,hotel,,-6.291617897174608,106.80145773110576,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
Tamusa,food_court,,-6.304684435593377,106.84937353262664,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
Bakso Aha,restaurant,,-6.231941004758926,106.81085981714205,Jalan Senopati,Jakarta Selatan,success
Dapur Ciragil,restaurant,,-6.237459337621088,106.80885509090984,Jalan Cikatomas I,Jakarta,success
Distrikt,restaurant,,-6.277632550000003,106.80285449999998,Cipete Raya,Jakarta Selatan,success
Warung Bakso Amun,restaurant,,-6.218151701696943,106.89158934334736,Jalan Mulya Jaya,Jakarta Timur,success
warung ayu,restaurant,,-6.214218100000002,106.88869165,Jalan Cipinang Lontar,Jakarta Timur,success
The Margo Hotel,hotel,,-6.371913878822872,106.83366387485526,Jalan Karet,Depok,success
warung tegal,restaurant,regional,-6.294815026224326,106.81087517741275,Jalan Jaha,Jakarta Selatan,success
nasi goreng mas eko,restaurant,regional,-6.294720276945349,106.80949905725848,Jalan Jaha,Jakarta Selatan,success
Kantine Elnusa,restaurant,,-6.289310391392379,106.80969960969816,Jalan NIS,Jakarta Selatan,success
restoran,restaurant,,-6.291726698535612,106.80992148537804,Menuju Elnusa,Jakarta Selatan,success
Warung Pojok Pak Tris,restaurant,asian,-6.316186818366231,106.81630672623766,Jalan Paso,Jakarta Selatan,success
Pusat Jajan KKO Cilandak,food_court,,-6.310690562957522,106.8139236705896,Jalan Cilandak KKO,Jakarta Selatan,success
Restoran Keraton Larasati,restaurant,,-6.311029464240644,106.81461633058142,Gang Haji Boan,Jakarta Selatan,success
pecel lele,restaurant,,-6.295038026289033,106.80939308112376,Gang Haji Saleh,Jakarta Selatan,success
sate madura,restaurant,,-6.296306674701076,106.80876536273357,Jalan Jaha,Jakarta Selatan,success
sabana,restaurant,,-6.29665244856942,106.80862550986168,Jalan Jaha,Jakarta Selatan,success
Rumah Makan Padang Viscadha,restaurant,,-6.207502244370593,106.85865883029572,Jalan Matraman,Jakarta Timur,success
Wisma KemHan,guest_house,,-6.207416199999998,106.8582071,Jalan Matraman,Jakarta Timur,success
MES PADYA,guest_house,,-6.206730496733429,106.85801116855158,Jalan Matraman,Jakarta Timur,success
Pax Hotel,hotel,,-6.205358569971883,106.85844880671988,Jalan Palmeriam,Jakarta Timur,success
Rumah Makan Sederhana,restaurant,,-6.202296670879065,106.85718878985836,Jalan Tegalan,Jakarta Timur,success
Soto Pak Min Klaten,restaurant,,-6.20450365,106.8573523,Jalan Kebon Manggis II,Jakarta Timur,success
Toko Roti Tegal,bakery,,-6.204074573642356,106.85714251971916,Jalan Matraman,Jakarta Timur,success
Bakso Bang Eric,restaurant,,-6.203698350000001,106.85708444999996,Jalan Kebon Manggis III,Jakarta Timur,success
Rumah Makan Gudeng Bu Darmo/Yati,restaurant,,-6.203796193664028,106.85706688109804,Jalan Kebon Manggis III,Jakarta Timur,success
Manhattan Hotel,hotel,,-6.225200521781254,106.83132798170028,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Hotel Sukabumi,hotel,,-6.2103188209480455,106.85949807011716,Jalan Matraman,Jakarta Timur,success
Teraskita Hotel,hotel,,-6.245644434051307,106.87462581554584,Jalan Letnan Jenderal MT Haryono,"Cawang, East Jakarta",skip
Harper Hotel MT. Haryono,hotel,,-6.245294735917616,106.8723703117397,Jalan Biru Laut X,Jakarta Timur,success
Sentra Hotel Cawang,hotel,,-6.246910334061275,106.87280762960604,Jalan Letnan Jenderal MT Haryono,South Jakarta,skip
Alfamidi Kalisari 2,convenience,,-6.339765403168235,106.8633576049081,Jalan Kalisari,Jakarta Timur,success
Bread Box,bakery,,-6.359855307937809,106.84314702044934,Jalan Kelapa Dua Raya,Depok,success
bakalkopi,cafe,,-6.361834749999995,106.8425484,Jalan Sadar,Depok,success
Sadel Street Coffee,cafe,,-6.360255862632839,106.84323156020264,Jalan Haji Salim,Depok,success
kuppy,cafe,,-6.372479855180402,106.88002777448614,Jalan Radar Auri,Depok,success
babeh steak,restaurant,american,-6.371788802794674,106.88155166681396,Jalan Radar Auri,Depok,success
Gudeg Martinah,restaurant,,-6.371993849999996,106.8730774,Jalan Radar Auri,Depok,success
Sodaqo,convenience,,-6.372508823895037,106.87305260082528,Jalan Radar Auri,Depok,success
Alfamart Pekapuran 2,convenience,,-6.386825233331103,106.87396631157098,Jalan Raya Pekapuran,Depok,success
Hotel Studio One,hotel,,-6.201511360824742,106.82093842349612,Jalan Talang Betutu,Jakarta Pusat,success
Warung Bebek Notaris,restaurant,,-6.202554217137454,106.82537980094516,Jalan Kendal,Jakarta Pusat,success
Bebek Malio,restaurant,indonesian,-6.237745327538156,106.85701570666502,Tebet Timur Dalam Raya,Jakarta Selatan,success
La Boheme - Karet Kuningan,restaurant,,-6.20683705,106.82472289999998,Jalan Setiabudi Barat,Jakarta Selatan,success
Guest House Setiabudi Barat 8,hotel,,-6.208192577340088,106.82455024403818,Jalan Setiabudi Barat,Jakarta Selatan,success
RM Manunggal Jaya,restaurant,indonesian,-6.208793703499171,106.82414932867576,Jalan Setiabudi Barat,Jakarta Selatan,success
YELLO Hotel,hotel,,-6.210587294651155,106.84533038029367,Jalan Minangkabau Timur Raya,DKI Jakarta,skip
Rote,cafe,,-6.237784249999998,106.8520274,Jalan Tebet Barat Raya,Jakarta Selatan,success
Warung Pasta,restaurant,italian,-6.270432049999998,106.81516514999998,Jalan Kemang Raya,Jakarta Selatan,success
Warteg Bu Epi,restaurant,,-6.21547227552703,106.87136159699196,Jalan Bekasi Barat Raya,Jakarta Timur,success
Mie Abi,restaurant,,-6.2340041,106.8551464,Jalan Tebet Timur Dalam V,Jakarta Selatan,success
Sambal Hejo Sambal Dadak,restaurant,,-6.228988201879173,106.85611660038388,Jalan Tebet Timur Dalam II,Jakarta Selatan,success
Warung Pancong,cafe,,-6.232839124344269,106.86259994603454,Jalan D2,Jakarta Selatan,success
Sogogi Shabu Tebet,restaurant,,-6.228340200000002,106.8562786,Jalan Tebet Timur Dalam III F,Jakarta Selatan,success
Smarapura,restaurant,,-6.228892717562784,106.85654675155598,Jalan Tebet Timur Dalam II,Jakarta Selatan,success
Adotel Tebet Timur,hotel,,-6.240719099999995,106.85556315,Jalan Tebet Timur Dalam IX,Jakarta Selatan,success
favehotel,hotel,,-6.227305955554471,106.81956527430968,Jalan Matriks,Jakarta Selatan,success
Hotel Kartika Chandra,hotel,,-6.227693097387168,106.81924810023575,Jalan Jenderal Gatot Subroto,DKI Jakarta,skip
Hotel Citra,hotel,,-6.242075334574953,106.84894232493362,Jalan Tebet Barat Dalam X E,Jakarta Selatan,success
Penang Bistro - Gatot Subroto,restaurant,,-6.241715892202768,106.83968747911176,Jalan Jenderal Gatot Subroto,Jakarta Selatan,success
Holywings Club V Gatsu - Menteng Dalam,restaurant,,-6.241723111523652,106.8398807217365,Jalan Jenderal Gatot Subroto,Jakarta Selatan,success
Sagitarius Hotel & Spa,hotel,,-6.201068149999999,106.8219295,Jalan Plaju,Jakarta Pusat,success
Landra At Sudirman,hotel,,-6.209261550000002,106.82466859999998,Jalan Setiabudi Barat,Jakarta Selatan,success
Larisia Bakery & Cake,bakery,,-6.238298070566059,106.85689199633812,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Bakmi Jogja Mas Tok - Warung Buncit,restaurant,,-6.272217762434994,106.83082872288831,Jalan Buncit Raya,Jakarta Selatan,success
Red Doorz Plus Karet Pedurenan 3,hotel,,-6.219263966924442,106.82686677313224,Jl. Sawo,Jakarta Selatan,success
Reddoorz Setiabudi Tengah,hotel,,-6.209390246783929,106.82700202940184,Jalan Setiabudi Tengah,Jakarta Selatan,success
ARTOTEL Casa Kuningan,hotel,,-6.234731549999997,106.82691355,Jalan Denpasar Raya,Jakarta Selatan,skip
Pie Pisang,restaurant,,-6.231004699512995,106.85579321630163,Jalan Tebet Timur Dalam II,Jakarta Selatan,success
Bakmi Jowo Jape Methe,restaurant,,-6.233706725287899,106.8570936577851,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Warteg Nonstop,restaurant,indonesian,-6.2340189,106.85699555,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,skip
Rumah Makan Minang Sakato,restaurant,,-6.2339275172120585,106.85672217605769,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Sakura Terrace,hotel,,-6.209758800000001,106.8268795,Jalan Taman Setiabudi II,Jakarta Selatan,success
Kopilojik Tebet,cafe,,-6.232042612632777,106.85496887101036,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Rocelli Coffee,cafe,,-6.229347999999996,106.85821149999995,Jalan Tebet Timur Dalam III,Jakarta Selatan,success
Warung Nagih,restaurant,,-6.240173057537959,106.8221243264852,Jalan Kapten Pierre Tendean,South Jakarta,skip
Nagomi Gastrol Lounge,restaurant,,-6.200191151459943,106.82371669903046,Jalan Cepu,Jakarta Pusat,success
Kopinette,cafe,,-6.199946597608622,106.8235920447285,Jalan Blora,Jakarta Pusat,success
Kopi Buntu,cafe,,-6.231778992478045,106.8558121812492,Jalan Tebet Timur Dalam IV A,Jakarta Selatan,success
Bakmi Berdikari,restaurant,noodles;noodle,-6.232470250000001,106.8566626,Jalan Tebet Timur Dalam,Jakarta Selatan,success
Ranch Market Kemang,supermarket,,-6.2639947621481005,106.81566580098855,"Jl. Kemang Raya, Bangka, Mampang Prpt.",South Jakarta,skip
Pondok Nasi Mumtaz,restaurant,,-6.222272100000001,106.86972079999998,Jalan Kober Kecil,Jakarta Timur,success
Bakso Kemon - Tebet,restaurant,,-6.227285921786952,106.85511067291924,Jalan Tebet Utara Dalam,Jakarta Selatan,success
Feel Matcha - Kemang,cafe,,-6.26550515,106.824014,Jalan Kemang Timur XI,Jakarta Selatan,success
Hunter & Grower - Bangka,restaurant,,-6.265731502671787,106.82407522508493,Jalan Kemang Timur,Jakarta Selatan,success
The Sultan Hotel Jakarta,hotel,,-6.21851351144787,106.80949196507382,Jalan Jenderal Gatot Subroto,DKI Jakarta,skip
Parc 19,bar,,-6.255938425534757,106.81042151213586,Jl. Taman Kemang,"Mampang Prapatan, South Jakarta",skip
Hotel Monopoli,hotel,,-6.25612745,106.80992055,Jalan Taman Kemang,Jakarta Selatan,success
Moonlight Pocha - Kemang,restaurant,,-6.255656499999999,106.81006375,Jalan Taman Kemang,Jakarta Selatan,success
Kopibrug - Tebet Barat,cafe,,-6.233672192024668,106.84639299422248,Jalan Tebet Barat Dalam,Jakarta Selatan,success
RedDoorz Plus Near Lippo Mall Kemang 2,hotel,,-6.261779780681948,106.81481887748326,Jalan Kemang VI,Jakarta Selatan,success
Pondok Mutiara 68,restaurant,,-6.236078083139437,106.8466194277173,Jalan Tebet Barat Dalam,Jakarta Selatan,success
Unclebrew X Caesan Kitchen & Tea,cafe,,-6.232809268003302,106.84632178614883,Jalan Tebet Barat Dalam,Jakarta Selatan,success
Food Garden,restaurant,,-6.257860105699136,106.81358732891417,Jalan Kemang I,"Bangka, Mampang, South Jakarta",skip
Takigawa,restaurant,japanese,-6.255666113159137,106.81419637267376,Jalan Kemang Raya,Jakarta Selatan,success
Holywings Kemang,restaurant,,-6.2555859,106.81348319999998,Jalan Kemang Raya,Jakarta Selatan,success
Hotel Liberta,hotel,,-6.256322441262792,106.8124171712782,Jl. Kemang 1,"Bangka, Mampang, South Jakarta",skip
Murphy's Irish Pub,pub,,-6.256795800000001,106.81523479999998,Jalan Kemang Raya,Jakarta Selatan,success
Restoran Sederhana Satrio,restaurant,,-6.225321293423315,106.82866667899796,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Amaris Hotel Tebet,hotel,,-6.234810700853691,106.84462086521168,Jl. Prof. DR. Supomo,"West Tebet, South Jakarta",skip
Shamrock Kitchen And Bar,restaurant,,-6.225081950000001,106.84696674999998,Jalan Dokter Saharjo,Jakarta Selatan,success
"The Ritz-Carlton Jakarta, Mega Kuningan",hotel,,-6.2285394818197855,106.8271652022443,Jalan Dr Ide Anak Agung Gde Agung,DKI Jakarta,skip
POP! Hotel Kemang Jakarta,hotel,,-6.254898960585421,106.80892960150236,"Jl. Kemang Raya , Kemang",South Jakarta,skip
Sotis Hotel Kemang Jakarta,hotel,,-6.254886364124952,106.80922802520833,Jalan Kemang Raya,Jakarta Selatan,success
Nyeger' & Toast,cafe,coffee_shop;milk;toast,-6.226888419400401,106.8441018128246,Gang UU,Jakarta Selatan,success
Javara Culture Mampang Prapatan,restaurant,,-6.25496235,106.81220655,Jalan Kemang Utara A,Jakarta Selatan,success
McDonalds Kemang,restaurant,burger,-6.254466645355024,106.8140570667072,Jalan Bangka XII,Jakarta Selatan,success
Dapur Cokelat Bangka,bakery,,-6.253594445349004,106.8142381244094,Jl. Bangka Raya,"Mampang Prapatan, South Jakarta",skip
Warteg Pink,restaurant,,-6.227777999999997,106.8461082,Jalan Pal Batu I,Jakarta Selatan,success
Bakmi Golek - Cawang,restaurant,,-6.250619511370309,106.86581086439116,Jalan Dewi Sartika,Jakarta Timur,success
Waroeng Aceh Kemang - Bangka,restaurant,,-6.258398071285133,106.82331065129009,Jalan Kemang Timur,Jakarta Selatan,success
Lapo Codian Cililitan,restaurant,,-6.257758129297133,106.87057740723796,Gang At Taqwa,Jakarta Timur,success
Kedai Kopi Arih Ersada - Cawang,cafe,,-6.25734955,106.86981165,Jalan Mayor Jenderal Sutoyo,Jakarta Timur,success
Dim Sum Restaurant,restaurant,international,-6.255360322087002,106.81377058520506,Kemang Raya Street,Jakarta Selatan,success
Wisma Tebet Raya,hotel,,-6.2295253383094895,106.85280547061843,Jalan Tebet Raya,Jakarta Selatan,success
Mitra Terrace,food_court,,-6.228347577497967,106.82043357670592,Gang Aren,Jakarta Selatan,success
Geprek Gold Chick,restaurant,,-6.22934672536888,106.82161353436358,Jalan Guru Mughni,Jakarta Selatan,success
Bebek BKB - Satrio,restaurant,,-6.218580041194203,106.81988459091168,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Burcik Resto 263,restaurant,,-6.2344642,106.8506717,Jalan Tebet Barat V,Jakarta Selatan,success
OYO 169 Kuningan 21,hotel,,-6.22430765,106.82034734999998,Jalan Guru Mughni Gang Buntu,Jakarta Selatan,success
Kampung Kemang,restaurant,,-6.258501132245974,106.81487564588708,Jl. Kemang Raya,"Mampang Prapatan, South Jakarta",skip
Dragon Flames Restaurant,restaurant,,-6.260139867724609,106.81577966614772,Jalan Kemang Raya,Jakarta Selatan,success
Tipsy Bar & Lounge,bar,,-6.259837250000001,106.8156667,Jalan Kemang Raya,South Jakarta,skip
Chef's Kitchen,restaurant,,-6.258773388078641,106.81552744016996,Jalan Kemang Raya,Jakarta Selatan,success
Kost Fitrah,guest_house,,-6.221118650000003,106.84902619999995,"Jl. Abarkah, Gang Damai",Jakarta Selatan,skip
Warung Sate Bang War Karet Kuningan,restaurant,,-6.217524349999996,106.82517585,Jalan Anggrek II,Jakarta Selatan,success
An Hotel Jakarta,hotel,,-6.222797565765194,106.82326333191745,Jalan Dogol,Jakarta Selatan,success
Lektur,cafe,coffee_shop,-6.235670397643255,106.85718928761128,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Rumah Makan Bopet Mini Bendungan Hilir,restaurant,,-6.214852966469168,106.8149792020969,Gang Sepakat,Jakarta Pusat,success
RM Padang Sederhana,restaurant,indonesian,-6.214738149999999,106.81487494999998,Gang Sepakat,Jakarta Pusat,success
Kantin I (Utama),restaurant,,-6.248290050000004,106.87227729999996,Jalan Mayor Jenderal Sutoyo,Jakarta Timur,success
Hotel Nostoi Jakarta Selatan,hotel,,-6.215272324936688,106.82579739277476,Jalan Karet Belakang Barat,Jakarta Selatan,success
Rasuna Icon,hotel,,-6.220760338155039,106.82894972716817,Jalan Pedurenan Masjid Raya,Jakarta Selatan,success
Ayam Bebek Tulang Lepasss - Cililitan,restaurant,,-6.262158233523111,106.8642038795799,Jalan Dewi Sartika,Jakarta Timur,success
Griya Rasuna Karet Kuningan,hotel,,-6.2221283,106.82853535,Jalan Pedurenan Masjid V,Jakarta Selatan,success
Selective Coffee Roasters - Pela Mampang,cafe,,-6.247096150000002,106.81745479999998,Jalan Bangka III,Jakarta Selatan,success
bakmi buncit,restaurant,chinesse_food,-6.373205114463688,106.8325473427926,Jalan Raya Margonda,Depok,success
Martabak Bintang,cafe,,-6.359576396912926,106.8332377219935,Jalan Raya Margonda,Depok,success
"RM Padang ""Keluarga""",restaurant,indonesian,-6.23005081515431,106.85179616807136,Jalan Tebet Raya,Jakarta Selatan,success
The Nine Residence Kuningan,hotel,,-6.220335085639351,106.82217797793832,Jalan Al Barokah,Jakarta Selatan,success
Avissa Suites,hotel,,-6.221082362782281,106.82159463590617,Jalan Karet Pedurenan Raya,Jakarta Selatan,success
favehotel Margonda,hotel,,-6.388003250000001,106.82749025,Jalan Raya Margonda,Depok,success
Bittersweet By Najla - Kalibata,bakery,,-6.262384750000002,106.8461197,Jalan Kalibata Timur Raya,Jakarta Selatan,success
Mie Siantar Lapo Horas - Cililitan,restaurant,,-6.258313049999999,106.87004765000002,Gang At Taqwa,Jakarta Timur,success
Majestyk Bakery,bakery,,-6.248865817245086,106.8266959162261,Jalan Mampang Prapatan Raya,Jakarta Selatan,success
Bakso Anom Gondrong,restaurant,,-6.235669425190124,106.87136175877552,Jalan Kebon Nanas Selatan I,Jakarta Timur,success
Dimsum Widya - Pancoran,restaurant,,-6.2507829,106.83819445,Jalan Pancoran Barat VII D,Jakarta Selatan,success
Cafe Iyul,restaurant,,-6.226073500000001,106.8729677,Jalan Pedati Timur Dalam,Jakarta Timur,success
Nasi Goreng Atam,restaurant,,-6.205802849999999,106.8538545,Jalan Matraman Dalam III,Jakarta Pusat,success
Martabak Kubang Hayuda,restaurant,,-6.21729233172652,106.84431394519748,Gang Waru,Jakarta Selatan,success
SKUTER (Saharjo Kuliner Center),food_court,,-6.217083238971786,106.84412380233738,Gang Waru,Jakarta Selatan,success
Mie Keriting Tok Tok,restaurant,,-6.217793117351517,106.84467305727529,Jalan Dokter Saharjo,Jakarta Selatan,success
Cipta Hotel,hotel,,-6.2558836553535935,106.82818858506424,Jalan Mampang Prapatan Raya No. 1A,South Jakarta,skip
Parte Ceker Rempah,restaurant,,-6.230873417013616,106.855822756285,Jalan Tebet Timur Dalam II,Jakarta Selatan,success
Terraz Tree Hotel,hotel,,-6.240759337730208,106.82232286760568,Jalan Kapten Tendean,Jakarta Selatan,success
The Neighbourhood - Senopati,restaurant,,-6.239288589949335,106.81462462333404,Jalan Cipaku I,Jakarta Selatan,success
Soes Roti Merdeka,bakery,,-6.250400976022395,106.8263497521175,Gang Haji Dahlan,Jakarta Selatan,success
Warkop Sinar Garut - Mampang Prapatan,restaurant,,-6.24482305,106.82408065,Gang HM Nur Amat,Jakarta Selatan,success
